(180,13)
(181,13)
(182,13)
(183,13)
(184,13)
(185,13)
(186,13)
(187,13)
(188,13)
(189,13)
(190,13)
(191,13)
(191,14)
(191,15)
(191,15)
(192,15)
(193,15)
(194,15)
(195,15)
(196,15)
(197,15)
(198,15)
(199,15)
(200,15)
(201,15)
(202,15)
(202,16)
(202,17)
(202,18)
(202,18)
(203,18)
(204,18)
(205,18)
(206,18)
(207,18)
(208,18)
(209,18)
(210,18)
(211,18)
(212,18)
(213,18)
(214,18)
(215,18)
(216,18)
(217,18)
(218,18)
(219,18)
(220,18)
(221,18)
(222,18)
(223,18)
(223,19)
(223,20)
(223,20)
(224,20)
(225,20)
(226,20)
(227,20)
(228,20)
(229,20)
(230,20)
(231,20)
(232,20)
(233,20)
(234,20)
(235,20)
(236,20)
(237,20)
(238,20)
(239,20)
(240,20)
(240,21)
(240,22)
(240,22)
(241,22)
(242,22)
(243,22)
(244,22)
(245,22)
(246,22)
(247,22)
(248,22)
(249,22)
(250,22)
(251,22)
(252,22)
(252,23)
(252,24)
(252,25)
(252,26)
(252,27)
(252,28)
(252,29)
(252,30)
(252,30)
(253,30)
(254,30)
(255,30)
(256,30)
(257,30)
(258,30)
(259,30)
(260,30)
(261,30)
(262,30)
(263,30)
(264,30)
(265,30)
(266,30)
(267,30)
(268,30)
(269,30)
(270,30)
(270,29)
(270,28)
(270,27)
(270,26)
(270,25)
(270,25)
(271,25)
(272,25)
(273,25)
(274,25)
(275,25)
(276,25)
(277,25)
(278,25)
(279,25)
(280,25)
(281,25)
(282,25)
(283,25)
(284,25)
(284,24)
(284,23)
(284,22)
(284,21)
(284,20)
(284,20)
(285,20)
(286,20)
(287,20)
(288,20)
(289,20)
(290,20)
(291,20)
(292,20)
(293,20)
(294,20)
(295,20)
(296,20)
(297,20)
(297,21)
(297,22)
(297,22)
(298,22)
(299,22)
(300,22)
(301,22)
(302,22)
(303,22)
(304,22)
(305,22)
(306,22)
(307,22)
(308,22)
(309,22)
(310,22)
(311,22)
(312,22)
(313,22)
(314,22)
(315,22)
(315,23)
(315,24)
(315,24)
(316,24)
(317,24)
(318,24)
(319,24)
(320,24)
(321,24)
(322,24)
(323,24)
(324,24)
(325,24)
(326,24)
(327,24)
(328,24)
(329,24)
(330,24)
(330,25)
(330,26)
(330,27)
(330,28)
(330,28)
(331,28)
(332,28)
(333,28)
(334,28)
(335,28)
(336,28)
(337,28)
(338,28)
(339,28)
(340,28)
(341,28)
(342,28)
(343,28)
(343,28)
(344,28)
(345,28)
(346,28)
(347,28)
(348,28)
(349,28)
(350,28)
(351,28)
(352,28)
(353,28)
(354,28)
(355,28)
(356,28)
(357,28)
(358,28)
(358,27)
(358,26)
(358,25)
(358,24)
(358,23)
(358,23)
(359,23)
(360,23)
(361,23)
(362,23)
(363,23)
(364,23)
(365,23)
(366,23)
(367,23)
(368,23)
(369,23)
(370,23)
(371,23)
(372,23)
(372,22)
(372,21)
(372,20)
(372,20)
(373,20)
(374,20)
(375,20)
(376,20)
(377,20)
(378,20)
(379,20)
(380,20)
(381,20)
(382,20)
(383,20)
(384,20)
(385,20)
(385,19)
(385,18)
(385,18)
(386,18)
(387,18)
(388,18)
(389,18)
(390,18)
(391,18)
(392,18)
(393,18)
(394,18)
(395,18)
(396,18)
(397,18)
(398,18)
(399,18)
(400,18)
(401,18)
(402,18)
(402,19)
(402,19)
(403,19)
(404,19)
(405,19)
(406,19)
(407,19)
(408,19)
(409,19)
(410,19)
(411,19)
(412,19)
(413,19)
(414,19)
(415,19)
(416,19)
(417,19)
(418,19)
(419,19)
(420,19)
(421,19)
(422,19)
(423,19)
(423,20)
(423,21)
(423,21)
(424,21)
(425,21)
(426,21)
(427,21)
(427,20)
(427,19)
(427,18)
(427,17)
(427,16)
(427,16)
(428,16)
(429,16)
(430,16)
(431,16)
(432,16)
(433,16)
(434,16)
(435,16)
(436,16)
(437,16)
(438,16)
(439,16)
(440,16)
(441,16)
(442,16)
(443,16)
(444,16)
(444,15)
(444,14)
(444,14)
(445,14)
(446,14)
(447,14)
(448,14)
(449,14)
(450,14)
(451,14)
(452,14)
(453,14)
(454,14)
(455,14)
(456,14)
(457,14)
(458,14)
(459,14)
(460,14)
(461,14)
(462,14)
(462,14)
(463,14)
(464,14)
(465,14)
(466,14)
(467,14)
(468,14)
(469,14)
(470,14)
(471,14)
(472,14)
(473,14)
(474,14)
(475,14)
(476,14)
(477,14)
(478,14)
(479,14)
(480,14)
(481,14)
(482,14)
(482,13)
(482,12)
(482,11)
(482,11)
(483,11)
(484,11)
(485,11)
(486,11)
(487,11)
(488,11)
(489,11)
(490,11)
(491,11)
(492,11)
(493,11)
(494,11)
(494,10)
(494,9)
(494,8)
(494,7)
(494,6)
(494,5)
(494,4)
(494,3)
(494,2)
(494,2)
(495,2)
(496,2)
(497,2)
(498,2)
(499,2)
(500,2)
(500,1)
(500,0)
