(0,0)
(0,0)
(1,0)
(2,0)
(2,1)
(2,2)
(2,3)
(2,4)
(2,5)
(2,6)
(2,7)
(2,8)
(2,9)
(2,10)
(2,11)
(2,12)
(2,13)
(2,14)
(2,15)
(2,16)
(2,17)
(2,18)
(2,19)
(2,20)
(2,21)
(2,22)
(2,22)
(3,22)
(4,22)
(4,23)
(4,24)
(4,25)
(4,26)
(4,27)
(4,28)
(4,29)
(4,30)
(4,31)
(4,32)
(4,33)
(4,34)
(4,35)
(4,36)
(4,37)
(4,38)
(4,39)
(4,40)
(4,40)
(5,40)
(6,40)
(7,40)
(8,40)
(9,40)
(10,40)
(10,41)
(10,42)
(10,43)
(10,44)
(10,45)
(10,46)
(10,46)
(11,46)
(12,46)
(13,46)
(14,46)
(15,46)
(15,47)
(15,48)
(15,49)
(15,50)
(15,51)
(15,52)
(15,53)
(15,54)
(15,55)
(15,56)
(15,57)
(15,58)
(15,59)
(15,60)
(15,61)
(15,62)
(15,62)
(16,62)
(17,62)
(18,62)
(19,62)
(20,62)
(21,62)
(22,62)
(23,62)
(24,62)
(25,62)
(25,63)
(25,64)
(25,65)
(25,66)
(25,66)
(25,67)
(25,68)
(25,69)
(25,70)
(25,71)
(25,72)
(25,73)
(25,74)
(25,75)
(25,76)
(25,77)
(25,78)
(25,79)
(25,80)
(25,81)
(25,81)
(26,81)
(27,81)
(27,82)
(27,83)
(27,84)
(27,85)
(27,86)
(27,87)
(27,88)
(27,89)
(27,90)
(27,91)
(27,92)
(27,93)
(27,94)
(27,95)
(27,96)
(27,97)
(27,98)
(27,99)
(27,100)
(27,101)
(27,101)
(28,101)
(29,101)
(30,101)
(31,101)
(32,101)
(33,101)
(34,101)
(34,102)
(34,103)
(34,103)
(34,104)
(34,105)
(34,106)
(34,107)
(34,108)
(34,109)
(34,110)
(34,111)
(34,112)
(34,113)
(34,114)
(34,114)
(35,114)
(36,114)
(37,114)
(38,114)
(39,114)
(40,114)
(41,114)
(42,114)
(43,114)
(44,114)
(45,114)
(45,115)
(45,116)
(45,117)
(45,118)
(45,119)
(45,120)
(45,121)
(45,122)
(45,123)
(45,124)
(45,125)
(45,126)
(45,126)
(46,126)
(47,126)
(48,126)
(48,127)
(48,128)
(48,129)
(48,130)
(48,131)
(48,132)
(48,133)
(48,134)
(48,135)
(48,136)
(48,137)
(48,138)
(48,139)
(48,140)
(48,141)
(48,142)
(48,143)
(48,144)
(48,145)
(48,145)
(49,145)
(49,146)
(49,147)
(49,148)
(49,149)
(49,150)
(49,151)
(49,152)
(49,153)
(49,153)
(50,153)
(50,154)
(50,155)
(50,156)
(50,157)
(50,158)
(50,159)
(50,160)
(50,161)
(50,162)
