(0,0)
(0,0)
(1,0)
(2,0)
(3,0)
(4,0)
(5,0)
(6,0)
(7,0)
(8,0)
(9,0)
(10,0)
(10,1)
(10,2)
(10,3)
(10,4)
(10,5)
(10,6)
(10,7)
(10,7)
(11,7)
(12,7)
(13,7)
(14,7)
(15,7)
(16,7)
(17,7)
(18,7)
(19,7)
(19,8)
(19,9)
(19,10)
(19,11)
(19,12)
(19,13)
(19,14)
(19,15)
(19,16)
(19,17)
(19,18)
(19,19)
(19,20)
(19,21)
(19,22)
(19,22)
(20,22)
(21,22)
(22,22)
(23,22)
(24,22)
(25,22)
(26,22)
(27,22)
(28,22)
(29,22)
(30,22)
(31,22)
(32,22)
(33,22)
(34,22)
(34,23)
(34,24)
(34,25)
(34,26)
(34,27)
(34,28)
(34,29)
(34,29)
(35,29)
(36,29)
(37,29)
(38,29)
(39,29)
(40,29)
(41,29)
(41,30)
(41,31)
(41,32)
(41,33)
(41,34)
(41,35)
(41,36)
(41,37)
(41,38)
(41,39)
(41,40)
(41,41)
(41,42)
(41,43)
(41,44)
(41,45)
(41,45)
(42,45)
(43,45)
(44,45)
(45,45)
(46,45)
(47,45)
(48,45)
(49,45)
(50,45)
(51,45)
(52,45)
(53,45)
(54,45)
(55,45)
(56,45)
(57,45)
(58,45)
(59,45)
(59,44)
(59,43)
(59,42)
(59,41)
(59,40)
(59,39)
(59,39)
(60,39)
(61,39)
(62,39)
(63,39)
(64,39)
(65,39)
(66,39)
(67,39)
(68,39)
(69,39)
(70,39)
(71,39)
(72,39)
(73,39)
(74,39)
(75,39)
(76,39)
(77,39)
(78,39)
(78,40)
(78,40)
(79,40)
(80,40)
(81,40)
(82,40)
(83,40)
(84,40)
(85,40)
(86,40)
(87,40)
(88,40)
(89,40)
(90,40)
(91,40)
(91,41)
(91,42)
(91,43)
(91,43)
(92,43)
(93,43)
(94,43)
(95,43)
(96,43)
(97,43)
(98,43)
(99,43)
(100,43)
(101,43)
(102,43)
(103,43)
(104,43)
(105,43)
(106,43)
(107,43)
(108,43)
(109,43)
(109,44)
(109,44)
(110,44)
(111,44)
(112,44)
(113,44)
(114,44)
(115,44)
(116,44)
(117,44)
(118,44)
(119,44)
(120,44)
(121,44)
(122,44)
(123,44)
(124,44)
(125,44)
(126,44)
(127,44)
(128,44)
(129,44)
(130,44)
(131,44)
(132,44)
(132,44)
(133,44)
(134,44)
(135,44)
(136,44)
(137,44)
(138,44)
(139,44)
(140,44)
(141,44)
(142,44)
(143,44)
(144,44)
(144,45)
(144,46)
(144,46)
(145,46)
(146,46)
(147,46)
(148,46)
(149,46)
(150,46)
(151,46)
(152,46)
(153,46)
(154,46)
(155,46)
(156,46)
